product_id,product_name,full_text,product_brand,gender,price_inr,primary_color,color_group
10003123,Gini and Jony Boys Navy Blue Regular Fit Solid Casual Shirt,"gini and jony boys navy blue regular fit solid casual shirt. navy blue solid casual shirt, has a spread collar, long sleeves, button placket, and curved hem",Gini and Jony,Boys,699.0,Blue,Blue
10013041,Sera Women Blue Printed Kurta with Palazzos,"sera women blue printed kurta with palazzos. blue printed kurta with palazzos blue a-line calf length kurta, has a round neck, short sleeves, flared hem blue solid palazzos, button closure",Sera,Women,1437.0,Blue,Blue
10014831,AccessHer Women Gold-Toned & Pink Gold-Plated AD-Studded Maang Tikka,"accessher women gold-toned & pink gold-plated ad-studded maang tikka. gold-toned and pink gold-plated maang tikka with arificial stoned and beads studded, gold-platedsecured with a fish-hook ear wire",AccessHer,Women,979.0,Pink,Pink
10017831,Parx Men Blue Slim Fit Printed Casual Shirt,"parx men blue slim fit printed casual shirt. blue printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Parx,Men,779.0,Blue,Blue
10002713,Alcis Women Yellow & Blue Colorblocked Tights,"alcis women yellow & blue colorblocked tights. alcis women yellow & blue colorblocked tights, three-fouth length, elasticated waist",Alcis,Women,749.0,Blue,Blue
10006029,ID Men Brown Leather Formal Slip-Ons,"id men brown leather formal slip-ons. a pair of brown square-toed formal slip-on shoes, has elasticated gussets on both sidesleather upper, has a textured detailcushioned footbedtextured tpr outsolewarranty: 3 months against manufacturing defect onlywarranty provided by the brand owner / manufacturer",ID,Men,956.0,Brown,Brown
10005903,Difference of Opinion Men Navy Blue Solid Round Neck T-shirt With Side Strip Detail,"difference of opinion men navy blue solid round neck t-shirt with side strip detail. navy blue solid t-shirt, has a round neck, long sleeves, has side stripes in the sleeves",Difference of Opinion,Men,499.0,Blue,Blue
10017781,Parx Men Blue Slim Fit Checked Casual Shirt,"parx men blue slim fit checked casual shirt. blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, one pocket",Parx,Men,769.0,Blue,Blue
10002151,Michael Kors Extreme Blue For Men Edt 70 ml,"michael kors extreme blue for men edt 70 ml. what it is:extreme blue for men edwhat it does:masculine and sensuous at the same time is this 'blue eau de toilette' from michael kors. exuding unmatched freshness, this edt is a must-have in your collection of fragrances. available in a 70 ml pack, this edt has top notes of bergamot, spicy pink pepper and invigorating cardamom. the heart notes are of juniper, cypress, nutty sesame and herbaceous sage, while the base notes include warm ambrox, musk and patchouli.",Michael Kors,Men,4275.0,Blue,Blue
10015989,Tokyo Talkies Women Off-White & Pink Floral Print Fit and Flare Dress,"tokyo talkies women off-white & pink floral print fit and flare dress. off-white and pink printed woven fit and flare dress, has a round neck, three-quarter sleeves, concealed zip closure,, flared hem",Tokyo Talkies,Women,499.0,White,White
10004151,HIGHLANDER Men Navy Blue & Maroon Slim Fit Checked Casual Shirt,"highlander men navy blue & maroon slim fit checked casual shirt. navy blue and maroon checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",HIGHLANDER,Men,699.0,Blue,Blue
10007705,her by invictus Women Brown Solid Cushioned Mules,"her by invictus women brown solid cushioned mules. a pair of pointed closed toe brown mules with comfort lining and foam cushioned footbed for your work-from-home needs. it has regular styling, and closed backsynthetic upperfoam cushioned footbedtextured and patterned outsole",her by invictus,Women,1044.0,Brown,Brown
10006041,ID Men Beige Leather Derbys,"id men beige leather derbys. a pair of round-toe beige derbys, has regular styling, lace-up detailleather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",ID,Men,2685.0,Beige,Beige
10009621,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Low Distress Ankle-length Stretchable Jeans,"spykar women blue adora skinny fit mid-rise low distress ankle-length stretchable jeans. blue medium wash 5-pocket mid-rise ankle-length jeans, low distress, heavy fade, has a button and zip closure, and waistband with belt loops",SPYKAR,Women,1124.0,Blue,Blue
10009681,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Ankle-Length Stretchable Jeans,"spykar women blue adora skinny fit mid-rise clean look ankle-length stretchable jeans. blue dark wash 5-pocket mid-rise ankle-length jeans, clean look, light fade, has a button and zip closure, and waistband with belt loops",SPYKAR,Women,989.0,Blue,Blue
10017569,Soie Nude-Coloured Solid Non-Wired Non Padded Maternity Bra CB-331NUDE,soie nude-coloured solid non-wired non padded maternity bra cb-331nude. nude-coloured solid full-coverage maternity bra non padded and non-wired seamless cups regular straps and back closure back style: regular feature: all day comfort,Soie,Women,750.0,Red,Red
10001251,Lara Karen Women Black Solid Maxi Satin Skirt,"lara karen women black solid maxi satin skirt. black solid woven maxi skirt, has a slip-on closure, flared hem",Lara Karen,Women,1999.0,Black,Black
10003199,Gini and Jony Girls Yellow Fit and Flare Embellished Dress,"gini and jony girls yellow fit and flare embellished dress. yellow embellished woven fit and flare dress, has a round neck, short sleeves, zip closure, an attached lining, and flared hem",Gini and Jony,Girls,1619.0,Yellow,Yellow
10017405,Story@home Off-White & Blue Geometric 210TC Cotton 1 King Bedsheet with 2 Pillow Covers,story@home off-white & blue geometric 210tc cotton 1 king bedsheet with 2 pillow covers. set content: 1 king bedsheet with 2 pillow coversquality: finethread count: 210colour: off-white and bluepattern: geometric,Story@home,Unisex,1199.0,Blue,Blue
10013687,PARFAIT Plus Size Blue Solid Underwired Lightly Padded Plunge Bra 2801,parfait plus size blue solid underwired lightly padded plunge bra 2801. blue solid medium-coverage plunge bra with lace detaillightly padded and underwired seamless cupsregular straps and back closureback style: regularfeature: all day comfort,PARFAIT,Women,1189.0,Blue,Blue
10015163,Urban Dog Men Grey Solid Regular Fit Sports Shorts,"urban dog men grey solid regular fit sports shorts. grey solid mid-rise sports shorts, has two pockets, a drawstring closure",Urban Dog,Men,399.0,Grey,Grey
1000710,ahilya Sterling Silver Textured Bangle,"ahilya sterling silver textured bangle. sterling silver textured bangle, has animal-shaped detail on the endsnote: this jewellery is handcrafted, therefore there might be slight variations from the image.",ahilya,Women,9756.0,Red,Red
10013541,PARFAIT Plus Size Blue Solid Underwired Lightly Padded T-shirt Bra P5441,parfait plus size blue solid underwired lightly padded t-shirt bra p5441. blue solid medium-coverage t-shirt bralightly padded and underwired seamless cupsregular straps and back closureback style: regularfeature: all day comfort,PARFAIT,Women,1609.0,Blue,Blue
10002833,VASTRAMAY Boys Navy Blue & Maroon Solid Kurta with Dhoti Pants & Jacket,"vastramay boys navy blue & maroon solid kurta with dhoti pants & jacket. navy blue and maroon solid kurta with dhoti pantsnavy blue straight above knee kurta, has a mandarin collar, long sleeves, curved hemgold-toned solid dhoti pants, slip-on closuremaroon woven design nehru jacket, has a mandarin collar, sleeveless, one welt pocket",VASTRAMAY,Boys,1469.0,Blue,Blue
10005915,Difference of Opinion Men Grey Melange Printed Round Neck T-shirt,"difference of opinion men grey melange printed round neck t-shirt. grey printed t-shirt, has round neck, long sleeves",Difference of Opinion,Men,499.0,Grey,Grey
10002707,Campus Sutra Men White & Blue Regular Fit Colourblocked Casual Shirt,"campus sutra men white & blue regular fit colourblocked casual shirt. white and blue colourblocked casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Campus Sutra,Men,479.0,Blue,Blue
10012433,FIDO DIDO Men White Printed Round Neck T-shirt,"fido dido men white printed round neck t-shirt. white and black printed t-shirt,has round neck,short sleeves",FIDO DIDO,Men,449.0,White,White
10012699,MIAH Decor Beige & Black Indian Art Printed Set of 4 Ceramic Bowls,miah decor beige & black indian art printed set of 4 ceramic bowls. type: bowlspattern: printedfinish: matte material: ceramic,MIAH Decor,Unisex,1469.0,Black,Black
10012851,JEWEL JUNCTION Gold-Toned Geometric Cufflinks,jewel junction gold-toned geometric cufflinks. a pair of gold-toned and blue geometric printed cufflinkscomes in a signature jewel junction case,JEWEL JUNCTION,Men,539.0,Gold,Yellow
10016755,Vishudh Women Off-White & Green Floral Print A-Line Dress,"vishudh women off-white & green floral print a-line dress. off-white and green printed woven a-line dress, has a mandarin collar, three-quarter sleeves, button closure,, flared hem",Vishudh,Women,1299.0,Green,Green
10015159,Urban Dog Men Grey Printed Regular Fit Sports Shorts,"urban dog men grey printed regular fit sports shorts. grey printed mid-rise sports shorts, has two pockets, a drawstring closure",Urban Dog,Men,399.0,Grey,Grey
10013655,PARFAIT Plus Size Women Navy Blue  White Solid Low-Rise Bikini Brief PP303,"parfait plus size women navy blue white solid low-rise bikini brief pp303. navy blue and white solid low rise bikini briefs, has an inner elasticated waistband with lace detail, double layered gusset",PARFAIT,Women,499.0,Blue,Blue
10012821,SEJ by Nisha Gupta Set of 6 Yellow & Blue Printed Table Placemats,sej by nisha gupta set of 6 yellow & blue printed table placemats. set content: 6 table mats shape: rectangle colour: yellow and bluepattern: printed suitable for: 6 seater table material: cotton,SEJ by Nisha Gupta,Unisex,899.0,Blue,Blue
10006073,ID Men Brown Leather Loafers,"id men brown leather loafers. a pair of square toe brown loafers, has regular styling, slip-on detailleather uppercushioned footbedtextured and patterned outsolewarranty: 3 monthswarranty provided by brand/manufacturer",ID,Men,1218.0,Brown,Brown
10013491,PARFAIT Plus Size Red Solid Underwired Lightly Padded T-shirt Bra P5391,parfait plus size red solid underwired lightly padded t-shirt bra p5391. red solid medium-coverage t-shirt bra lightly padded and underwired seamless cups regular straps and back closure back style: regular feature: all day comfort,PARFAIT,Women,1609.0,Red,Red
10009773,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Mildly Distressed Stretchable Cropped Jeans,"spykar women blue adora skinny fit mid-rise mildly distressed stretchable cropped jeans. blue medium wash 5-pocket mid-rise cropped jeans, mildly distressed, light fade, has a button and zip closure, and waistband with belt loops",SPYKAR,Women,1214.0,Blue,Blue
10009643,SPYKAR Women Blue Adora Skinny Fit Mid-Rise Clean Look Stretchable Cropped Jeans,"spykar women blue adora skinny fit mid-rise clean look stretchable cropped jeans. blue dark wash 5-pocket mid-rise cropped jeans, clean look, no fade, has a button and zip closure, and waistband with belt loops",SPYKAR,Women,899.0,Blue,Blue
10015831,Raymond Men Blue Regular Fit Self Design Formal Shirt,"raymond men blue regular fit self design formal shirt. blue self-design formal shirt, has a spread collar, long sleeves, button placket, straight hem, one patch pocket",Raymond,Men,1154.0,Blue,Blue
10014675,BuckleUp Women Multicoloured Printed Belt,buckleup women multicoloured printed belt. multicoloured printed beltreversible: nostretchable: nosecured with a tangwarranty: 1 monthwarranty provided by brand/manufacturer,BuckleUp,Women,449.0,Red,Red
10012761,Peter England Men Black Briefs PIWBK9146012,"peter england men black briefs piwbk9146012. a pair of black briefs, has an elasticated waistband and a panelled front with a double-layered contoured pouch",Peter England,Men,266.0,Black,Black
10001887,AIGNER Men Platinum Eau De Toilette Perfume 100 ml,"aigner men platinum eau de toilette perfume 100 ml. notestop notes: mandarin, bergamot, ozonic, orange, tamarind, cardamom, black pepper, clove tones and crisp mint leavesheart notes: spicy woody notesbase notes: crystal amber, vanilla guaiacwood, olibanum, patchouli, sandalwood, moos",AIGNER,Men,3640.0,Platinum,Platinum
10003179,Gini and Jony Girls Blue Solid Jacket,"gini and jony girls blue solid jacket. blue solid jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem",Gini and Jony,Girls,1189.0,Blue,Blue
10003821,Homesake Gold-Toned Solid Handcrafted Table Lamp with Shade,homesake gold-toned solid handcrafted table lamp with shade. type: handcrafted table lamp with shadecolour: gold-tonedpattern: solidshape: frustumshade material: fabricbase material: aluminiumswitch type: toggle button,Homesake,Unisex,1836.0,Gold,Yellow
10017017,Campus Sutra Men Black Solid Round Neck Faux Leather T-shirt,"campus sutra men black solid round neck faux leather t-shirt. black solid t-shirt, has a round neck, and long sleeves with faux leather detail",Campus Sutra,Men,699.0,Black,Black
10012721,MIAH Decor Set of 3 Blue & Off-White Handpainted Kitchen Storage Jars with Lids,miah decor set of 3 blue & off-white handpainted kitchen storage jars with lids. type: set of 3 blue & off-white handpainted kitchen storage jars with lidspattern: printedfinish: glossymaterial: ceramic,MIAH Decor,Unisex,3116.0,Blue,Blue
10003341,Gini and Jony Girls Peach-Coloured Floral Embroidered Fit & Flare Dress,"gini and jony girls peach-coloured floral embroidered fit & flare dress. peach-coloured net embroidered woven fit and flare dress with embellished detail, has a round neck, short sleeves, concealed zip closure, tie-up on the back, attached lining and flared hem",Gini and Jony,Girls,1484.0,Red,Red
10013417,SEJ by Nisha Gupta Blue & Green Printed Wooden Open Dry Bin,sej by nisha gupta blue & green printed wooden open dry bin. set content: 1 open dry bincolour: blue and greenpattern: floral printshape: rectangular,SEJ by Nisha Gupta,Unisex,999.0,Blue,Blue
10017923,Parx Men Blue Slim Fit Checked Casual Shirt,"parx men blue slim fit checked casual shirt. blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Parx,Men,859.0,Blue,Blue
10013665,PARFAIT Plus Size Black Lace Non-Wired Non Padded Everyday Bra P5482,parfait plus size black lace non-wired non padded everyday bra p5482. black lace full-coverage everyday branon padded and non-wired cut and sew cupsregular straps and back closureback style: regularfeature: side bone,PARFAIT,Women,1679.0,Red,Red
10017595,Parx Men Blue Slim Fit Checked Casual Shirt,"parx men blue slim fit checked casual shirt. blue checked casual shirt, has a spread collar, short sleeves, button placket, curved hem, one patch pocket",Parx,Men,939.0,Blue,Blue
10012769,SEJ by Nisha Gupta Set of 4 Multicoloured Printed Table Placemats,sej by nisha gupta set of 4 multicoloured printed table placemats. set content: 4 table matsshape: rectanglecolour:multicolouredpattern: printedsuitable for: 4 seater tablematerial: cotton,SEJ by Nisha Gupta,Unisex,799.0,Red,Red
10007835,her by invictus Women Red Cushioned Loafers,"her by invictus women red cushioned loafers. a pair of round closed toe red loafers with comfort lining and foam cushioned footbed for your work-from-home needs. it has regular styling, and closed backsynthetic upperfoam cushioned footbedtextured and patterned outsole",her by invictus,Women,1299.0,Red,Red
10012881,JEWEL JUNCTION Gold-Toned & Black Round Cufflinks,jewel junction gold-toned & black round cufflinks. a pair of gold-toned and black round solid cufflinks,JEWEL JUNCTION,Men,539.0,Black,Black
10013617,PARFAIT Plus Size Black Solid Non-Wired Non Padded Sports Bra P5542,parfait plus size black solid non-wired non padded sports bra p5542. black solid full-coverage sports bra with mesh detailnon padded and non-wired cut and sew cupsregular straps and back closureback style: regularfeature: all day comfort,PARFAIT,Women,1749.0,Red,Red
10007811,her by invictus Women Tan Brown Cushioned Slip-on Shoes,"her by invictus women tan brown cushioned slip-on shoes. a pair of pointed closed toe tan brown slip-on shoes with cushioned footbed and comfortable lining, has regular styling, and closed backsynthetic upperfoam cushioned footbedtextured and patterned outsole",her by invictus,Women,949.0,Brown,Brown
10017427,DKNY Unisex Black Medium Trolley Bag,"dkny unisex black medium trolley bag. black solid medium trolley bag, secured with a tsa lockone handle on the top and one on the side, has a trolley with a retractable handle on the top and four corner mounted inline skate wheelsone main zip compartment, zip lining, two compression straps with click clasps and one zip pocketone exterior zip pocketwarranty: 5 yearswarranty provided by brand owner / manufacturer",DKNY,Unisex,13320.0,Black,Black
10017899,Parx Men Yellow & Off-White Slim Fit Checked Casual Shirt,"parx men yellow & off-white slim fit checked casual shirt. yellow and off-white checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Parx,Men,647.0,Yellow,Yellow
10017369,Story@home Mauve & Grey Geometric 210 TC Cotton 1 King Bedsheet with 2 Pillow Covers,story@home mauve & grey geometric 210 tc cotton 1 king bedsheet with 2 pillow covers. set content: 1 king bedsheet with 2 pillow coversquality: finethread count: 210colour: mauve and greypattern: geometric,Story@home,Unisex,1799.0,Grey,Grey
10017671,Parx Men Blue & Off-White Slim Fit Printed Casual Shirt,"parx men blue & off-white slim fit printed casual shirt. blue and off-white printed casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Parx,Men,779.0,Blue,Blue
10007595,her by invictus Women Green Cushioned Slip-Ons,"her by invictus women green cushioned slip-ons. a pair of pointed toe green slip-ons with cushioned footbed, has regular styling, slip-on detailsynthetic suede upperfoam cushioned footbedtextured and patterned outsole",her by invictus,Women,1999.0,Green,Green
10004343,Park Avenue Women Blue Skinny Fit Mid-Rise Clean Look Jeans,"park avenue women blue skinny fit mid-rise clean look jeans. blue dark wash five-pocket mid-rise jeans, clean look with light fade, has a button and zip closure, waistband with belt loops",Park Avenue,Women,569.0,Blue,Blue
10007683,Roadster Women Black Textured Open Toe Flats,"roadster women black textured open toe flats. a pair of black open-toed flats, has regular styling, no back strap detailsynthetic uppercushioned footbedtextured and patterned outsolewarranty: 1 monthwarranty provided by brand/manufacturer",Roadster,Women,1699.0,Red,Red
10007801,her by invictus Women Black Textured Cushioned Flats,"her by invictus women black textured cushioned flats. a pair of black pointed toe cushioned flats, has regular styling, slip-on detailsynthetic uppercushioned footbedtextured and patterned outsole",her by invictus,Women,944.0,Red,Red
10002181,U.S. Polo Assn. Denim Co. Men Navy Blue Solid Bomber Jacket,"u.s. polo assn. denim co. men navy blue solid bomber jacket. navy solid bomber jacket, has a stand collar, 2 pockets, zip closure, long sleeves, straight hem, and attached lining with 3 inner pockets",U.S. Polo Assn. Denim Co.,Men,3499.0,Blue,Blue
10012783,SEJ by Nisha Gupta Set of 6 Pink Printed Table Placemats,sej by nisha gupta set of 6 pink printed table placemats. set content: 6 table mats shape: rectangle colour: pink and multicoloured pattern: printed suitable for: 6 seater table material: cotton,SEJ by Nisha Gupta,Unisex,899.0,Pink,Pink
10003387,Gini and Jony Girls Navy Blue Washed Denim Jacket,"gini and jony girls navy blue washed denim jacket. navy blue washed denim jacket, has a spread collar, 4 pockets, button closure, long sleeves, straight hem, and unlined",Gini and Jony,Girls,1329.0,Blue,Blue
10004053,Sweet Dreams Men Navy Blue Solid Straight-Fit Trackpants,"sweet dreams men navy blue solid straight-fit trackpants. navy blue solid straight-fit trackpant, has an elasticated waistband with a drawstring fastening, two pockets",Sweet Dreams,Men,699.0,Blue,Blue
10017211,Kazo Women Yellow Floral Print Shirt Dress,"kazo women yellow floral print shirt dress. yellow printed woven shirt dress, has a mandarin collar, long sleeves, button closure,, tulip hem",Kazo,Women,1345.0,Yellow,Yellow
10003299,Gini and Jony Boys Red & Grey Melange Solid Varsity Jacket with Applique Detail,"gini and jony boys red & grey melange solid varsity jacket with applique detail. red and grey melange solid varsity jacket, has a stand collar, snap button closure, long sleeves, straight hem, unlined",Gini and Jony,Boys,649.0,Red,Red
10013569,PARFAIT Plus Size Beige Solid Underwired Lightly Padded Plunge Bra 2801,parfait plus size beige solid underwired lightly padded plunge bra 2801. beige solid medium-coverage plunge bra lightly padded and underwired seamless cups regular straps and back closure back style: regular feature: all day comfort,PARFAIT,Women,1189.0,Red,Red
10017835,Parx Men Blue Slim Fit Checked Casual Shirt,"parx men blue slim fit checked casual shirt. blue checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Parx,Men,839.0,Blue,Blue
10017771,Parx Men Black & Red Slim Fit Checked Casual Shirt,"parx men black & red slim fit checked casual shirt. black and red checked casual shirt, has a spread collar, long sleeves, button placket, curved hem, one patch pocket",Parx,Men,577.0,Red,Red
10006019,ID Men Tan Brown Formal Leather Oxfords,"id men tan brown formal leather oxfords. a pair of tan brown square-toed formal oxfords, has central lace-upsleather uppercushioned footbedtextured tpu outsole, has a stacked heelwarranty: 3 months against manufacturing defect onlywarranty provided by the brand owner / manufacturer",ID,Men,1432.0,Brown,Brown
10002825,Stylo Bug Girls Turquoise Blue A-Line Dress,"stylo bug girls turquoise blue a-line dress. turquoise blue printed woven a-line dress, has a round neck, sleeveless, concealed zip closure,, flared hem",Stylo Bug,Girls,698.0,Blue,Blue
10013703,PARFAIT Plus Size Women Black  Red Printed Lace Detail Hipster Brief 2805,"parfait plus size women black red printed lace detail hipster brief 2805. black and red printed low-rise hipster briefs with lace detail, has an inner elasticated waistband with lace detail, double layered gusset",PARFAIT,Women,899.0,Red,Red
10012875,JEWEL JUNCTION Gold-Toned Geometric Cufflinks,jewel junction gold-toned geometric cufflinks. a pair of gold-toned geometric textured cufflinkscomes in a signature jewel junction case,JEWEL JUNCTION,Men,539.0,Gold,Yellow
10015997,Tokyo Talkies Women Black & Red Floral Print Fit and Flare Dress,"tokyo talkies women black & red floral print fit and flare dress. black and red printed woven fit and flare %s, has a round neck, three-quarter sleeves, concealed zip closure, and flared hem",Tokyo Talkies,Women,499.0,Red,Red
